model,ybase,lag,ytransform,dtransform,mtransform,sample_rule,yvar,dvar,mvar,N,beta_b,beta_se,beta_p,path1_b,path1_se,path1_p,path2_b,path2_se,path2_p,direct_b,direct_se,direct_p,attenuation,r2w,theory10,theory05,path1_theory,path2_theory,beta_theory,beta_sig,path1_sig,path2_sig
mediated,pat_grant_total,F2,count,raw,raw,denom_ge2_debt_trim,F2_pat_grant_total,z_debt_pressure_l1,early_inv_count_share,217,12115.736,6862.2529,.082094587,-.1433685252570384,.08110825,.081746794,2571.528241077896,4771.2051,.59172219,12484.4130001859,6696.2251,.066713966,-368.6762115801685,.49702418,0,0,1,0,0,*,*,
moderator,pat_grant_total,F2,count,raw,raw,denom_ge2_debt_trim,F2_pat_grant_total,z_debt_pressure_l1,early_inv_count_share,217,12115.736,6862.2529,.082094587,.0207127548897112,.048960619,.67363459,2360.861808632175,11792.6,.84194088,12565.81401543537,6562.4058,.059851382,-450.0772268296387,.49724841,0,0,0,0,0,*,,
mediated,pat_grant_total,F2,count,raw,raw,denom_ge3_debt_trim,F2_pat_grant_total,z_debt_pressure_l1,early_inv_count_share,183,19722.342,11953.744,.10446644,-.0830882222363506,.17220497,.6313014,7980.683483961131,7869.9673,.31483549,20385.44187286202,11193.979,.073840208,-663.1008029133482,.55943644,0,0,0,0,0,,,
moderator,pat_grant_total,F2,count,raw,raw,denom_ge3_debt_trim,F2_pat_grant_total,z_debt_pressure_l1,early_inv_count_share,183,19722.342,11953.744,.10446644,-.0227900346468031,.050618272,.65424997,-43154.33825684969,15105.126,.0059604342,21911.83846672161,10393.048,.039411221,-2189.497396772938,.58796054,0,0,0,0,0,,,***
mediated,pat_grant_total,F2,count,raw,raw,no_covid_denom_ge2,F2_pat_grant_total,z_debt_pressure_l1,early_inv_count_share,182,11228.866,5507.0464,.045650769,-.1542169097286279,.078411378,.053618383,-364.3787270699763,5255.3164,.94494236,11172.67326214925,5736.1489,.055902105,56.19336125960035,.53506768,0,0,1,0,0,**,*,
moderator,pat_grant_total,F2,count,raw,raw,no_covid_denom_ge2,F2_pat_grant_total,z_debt_pressure_l1,early_inv_count_share,182,11228.866,5507.0464,.045650769,.0134142803720235,.03716439,.71934855,-1191.584010486715,8089.0737,.88335943,11198.84882020669,5747.8105,.055828474,30.0178032021613,.53512919,0,0,0,0,0,**,,
mediated,pat_grant_total,F2,count,raw,winsor,denom_ge2,F2_pat_grant_total,z_debt_pressure_l1,w_early_inv_count_share,266,6169.7456,3807.8894,.10961128,-.1428949145136627,.064891085,.030909652,789.1679681590293,3788.8931,.83560312,6282.513673609537,3861.2046,.10814904,-112.768089347016,.5120129,0,0,1,0,0,,**,
moderator,pat_grant_total,F2,count,raw,winsor,denom_ge2,F2_pat_grant_total,z_debt_pressure_l1,w_early_inv_count_share,266,6169.7456,3807.8894,.10961128,.0094785820635305,.030551979,.75728393,1574.638237481983,8156.3105,.84746498,6275.240736228326,3871.8513,.10950793,-105.4951519658043,.51212782,0,0,0,0,0,,,
mediated,pat_grant_total,F2,count,raw,winsor,denom_ge3,F2_pat_grant_total,z_debt_pressure_l1,w_early_inv_count_share,223,8823.9658,4483.1211,.053587109,-.0661109736829948,.091369182,.47210228,5061.791914725957,6588.812,.44530833,9158.606259453962,4414.9023,.042262051,-334.639992063243,.56983596,0,0,0,0,0,*,,
moderator,pat_grant_total,F2,count,raw,winsor,denom_ge3,F2_pat_grant_total,z_debt_pressure_l1,w_early_inv_count_share,223,8823.9658,4483.1211,.053587109,.0230724604078763,.028300064,.41808429,-33389.01094761508,11900.609,.0067292862,9963.055805607955,3813.3418,.011296098,-1139.089538217237,.58954477,0,0,0,0,0,*,,***
mediated,pat_grant_total,F2,count,raw,winsor,interior,F2_pat_grant_total,z_debt_pressure_l1,w_early_inv_count_share,200,8529.1416,5113.2437,.1007911,-.1339307430075501,.068784557,.056455076,1139.107815249268,8673.9639,.89598072,8681.703508023902,5425.04,.11506015,-152.5615560620336,.56773537,0,0,1,0,0,,*,
moderator,pat_grant_total,F2,count,raw,winsor,interior,F2_pat_grant_total,z_debt_pressure_l1,w_early_inv_count_share,200,8529.1416,5113.2437,.1007911,-.0129723757308789,.022553841,.56743747,-39487.09479489821,12835.329,.0032160764,10916.09526107116,5476.748,.051037226,-2386.953309109291,.5886057,0,0,0,0,0,,,***
mediated,pat_grant_total,F2,count,raw,winsor,interior_debt_trim,F2_pat_grant_total,z_debt_pressure_l1,w_early_inv_count_share,165,18779.631,10343.031,.075078331,-.2062051568717791,.087188646,.02172059,5124.555506331529,10756.376,.63573331,19836.33981771779,10219.515,.057581201,-1056.70977208126,.56479353,0,0,1,0,0,*,**,
moderator,pat_grant_total,F2,count,raw,winsor,interior_debt_trim,F2_pat_grant_total,z_debt_pressure_l1,w_early_inv_count_share,165,18779.631,10343.031,.075078331,.0231342168179655,.067766443,.73416609,-69259.53184576517,17426.748,.00021471764,26350.26443626529,9484.3252,.0075417566,-7570.634390628758,.60836071,0,0,0,0,0,*,,***
mediated,pat_grant_total,F2,count,raw,winsor,denom_ge2_debt_trim,F2_pat_grant_total,z_debt_pressure_l1,w_early_inv_count_share,217,12115.736,6862.2529,.082094587,-.1433685252570384,.08110825,.081746794,2571.528241077896,4771.2051,.59172219,12484.4130001859,6696.2251,.066713966,-368.6762115801685,.49702418,0,0,1,0,0,*,*,
moderator,pat_grant_total,F2,count,raw,winsor,denom_ge2_debt_trim,F2_pat_grant_total,z_debt_pressure_l1,w_early_inv_count_share,217,12115.736,6862.2529,.082094587,.0207127548897112,.048960619,.67363459,2360.861808632175,11792.6,.84194088,12565.81401543537,6562.4058,.059851382,-450.0772268296387,.49724841,0,0,0,0,0,*,,
mediated,pat_grant_total,F2,count,raw,winsor,denom_ge3_debt_trim,F2_pat_grant_total,z_debt_pressure_l1,w_early_inv_count_share,183,19722.342,11953.744,.10446644,-.0830882222363506,.17220497,.6313014,7980.683483961131,7869.9673,.31483549,20385.44187286202,11193.979,.073840208,-663.1008029133482,.55943644,0,0,0,0,0,,,
moderator,pat_grant_total,F2,count,raw,winsor,denom_ge3_debt_trim,F2_pat_grant_total,z_debt_pressure_l1,w_early_inv_count_share,183,19722.342,11953.744,.10446644,-.0227900346468031,.050618272,.65424997,-43154.33825684969,15105.126,.0059604342,21911.83846672161,10393.048,.039411221,-2189.497396772938,.58796054,0,0,0,0,0,,,***
mediated,pat_grant_total,F2,count,raw,winsor,no_covid_denom_ge2,F2_pat_grant_total,z_debt_pressure_l1,w_early_inv_count_share,182,11228.866,5507.0464,.045650769,-.1542169097286279,.078411378,.053618383,-364.3787270699763,5255.3164,.94494236,11172.67326214925,5736.1489,.055902105,56.19336125960035,.53506768,0,0,1,0,0,**,*,
moderator,pat_grant_total,F2,count,raw,winsor,no_covid_denom_ge2,F2_pat_grant_total,z_debt_pressure_l1,w_early_inv_count_share,182,11228.866,5507.0464,.045650769,.0134142803720235,.03716439,.71934855,-1191.584010486715,8089.0737,.88335943,11198.84882020669,5747.8105,.055828474,30.0178032021613,.53512919,0,0,0,0,0,**,,
mediated,pat_grant_total,F2,count,raw,asin,denom_ge2,F2_pat_grant_total,z_debt_pressure_l1,asin_early_inv_count_share,266,6169.7456,3807.8894,.10961128,-.16527228040599,.086725384,.060738668,632.6987900802242,2238.0405,.77822775,6274.313156109237,3845.1147,.10715756,-104.5675718467155,.51204175,0,0,1,0,0,,*,
moderator,pat_grant_total,F2,count,raw,asin,denom_ge2,F2_pat_grant_total,z_debt_pressure_l1,asin_early_inv_count_share,266,6169.7456,3807.8894,.10961128,.0185561875075582,.044221569,.67603117,4844.543462403436,5305.0913,.36423448,6320.434048844671,3835.8298,.10382583,-150.6884645821501,.51469022,0,0,0,0,0,,,
mediated,pat_grant_total,F2,count,raw,asin,denom_ge3,F2_pat_grant_total,z_debt_pressure_l1,asin_early_inv_count_share,223,8823.9658,4483.1211,.053587109,-.0572328423626391,.12066138,.63696098,3964.551422670338,4267.8115,.35658035,9050.868814003012,4380.8311,.04308109,-226.902546612293,.57020295,0,0,0,0,0,*,,
moderator,pat_grant_total,F2,count,raw,asin,denom_ge3,F2_pat_grant_total,z_debt_pressure_l1,asin_early_inv_count_share,223,8823.9658,4483.1211,.053587109,.0414331749991497,.040989425,.31609258,-21284.63439416378,9580.4219,.03002543,9393.206087075261,3875.0977,.018330695,-569.2398196845425,.58367932,0,0,0,0,0,*,,**
mediated,pat_grant_total,F2,count,raw,asin,interior,F2_pat_grant_total,z_debt_pressure_l1,asin_early_inv_count_share,200,8529.1416,5113.2437,.1007911,-.1496168335694608,.072726317,.044246897,1517.450121926131,7940.479,.8491239,8756.178034304045,5445.9541,.11339775,-227.0360823421761,.56779617,0,0,1,0,0,,**,
moderator,pat_grant_total,F2,count,raw,asin,interior,F2_pat_grant_total,z_debt_pressure_l1,asin_early_inv_count_share,200,8529.1416,5113.2437,.1007911,-.0137151593393236,.024457583,.57714993,-34937.11557576864,12199.596,.0058489889,10847.36354279673,5479.8965,.052598346,-2318.221590834861,.58712655,0,0,0,0,0,,,***
mediated,pat_grant_total,F2,count,raw,asin,interior_debt_trim,F2_pat_grant_total,z_debt_pressure_l1,asin_early_inv_count_share,165,18779.631,10343.031,.075078331,-.2204538622239756,.094716378,.023788851,5081.016656209342,9839.918,.60774547,19899.75979152226,10236.911,.057221975,-1120.12974588573,.56493974,0,0,1,0,0,*,**,
moderator,pat_grant_total,F2,count,raw,asin,interior_debt_trim,F2_pat_grant_total,z_debt_pressure_l1,asin_early_inv_count_share,165,18779.631,10343.031,.075078331,.0239696686085561,.073787183,.7465744,-65050.39777469392,16403.818,.00022087868,26658.29365966306,9500.1279,.0069987555,-7878.663614026529,.60840642,0,0,0,0,0,*,,***
mediated,pat_grant_total,F2,count,raw,asin,denom_ge2_debt_trim,F2_pat_grant_total,z_debt_pressure_l1,asin_early_inv_count_share,217,12115.736,6862.2529,.082094587,-.1486795967928419,.1003787,.14331542,1740.727536242077,2820.3774,.53922856,12374.54745682039,6803.4463,.073469043,-258.810668214659,.49699032,0,0,0,0,0,*,,
moderator,pat_grant_total,F2,count,raw,asin,denom_ge2_debt_trim,F2_pat_grant_total,z_debt_pressure_l1,asin_early_inv_count_share,217,12115.736,6862.2529,.082094587,.0231666024534553,.063630901,.71696365,6619.720873768733,7999.2837,.41091374,13082.84419570307,6367.4561,.043876305,-967.1074070973391,.50111336,0,0,0,0,0,*,,
mediated,pat_grant_total,F2,count,raw,asin,denom_ge3_debt_trim,F2_pat_grant_total,z_debt_pressure_l1,asin_early_inv_count_share,183,19722.342,11953.744,.10446644,-.0546122483417082,.2273265,.81100839,6554.52227874151,5350.0771,.22556606,20080.29826839658,11206.608,.078469262,-357.957198447908,.56036478,0,0,0,0,0,,,
moderator,pat_grant_total,F2,count,raw,asin,denom_ge3_debt_trim,F2_pat_grant_total,z_debt_pressure_l1,asin_early_inv_count_share,183,19722.342,11953.744,.10446644,-.0184966941731244,.063199773,.77083695,-28927.32165676756,12681.161,.026297022,20850.21994922718,10603.93,.054143712,-1127.878879278509,.58039594,0,0,0,0,0,,,**
mediated,pat_grant_total,F2,count,raw,asin,no_covid_denom_ge2,F2_pat_grant_total,z_debt_pressure_l1,asin_early_inv_count_share,182,11228.866,5507.0464,.045650769,-.1613583487893173,.10136178,.1164117,46.5397024150391,3161.2397,.9883005,11236.37619294369,5663.9653,.051635414,-7.509569534839102,.53505683,0,0,0,0,0,**,,
moderator,pat_grant_total,F2,count,raw,asin,no_covid_denom_ge2,F2_pat_grant_total,z_debt_pressure_l1,asin_early_inv_count_share,182,11228.866,5507.0464,.045650769,.0289020278238622,.05124234,.57473874,3137.015550259942,5674.5615,.58234245,11226.02422061925,5655.5215,.051506206,2.842402789599873,.53604037,0,0,0,0,0,**,,
mediated,pat_grant_total,F2,count,raw,asin_w,denom_ge2,F2_pat_grant_total,z_debt_pressure_l1,asin_w_early_inv_count_share,266,6169.7456,3807.8894,.10961128,-.16527228040599,.086725384,.060738668,632.6987900802242,2238.0405,.77822775,6274.313156109237,3845.1147,.10715756,-104.5675718467155,.51204175,0,0,1,0,0,,*,
moderator,pat_grant_total,F2,count,raw,asin_w,denom_ge2,F2_pat_grant_total,z_debt_pressure_l1,asin_w_early_inv_count_share,266,6169.7456,3807.8894,.10961128,.0185561875075582,.044221569,.67603117,4844.543462403436,5305.0913,.36423448,6320.434048844671,3835.8298,.10382583,-150.6884645821501,.51469022,0,0,0,0,0,,,
mediated,pat_grant_total,F2,count,raw,asin_w,denom_ge3,F2_pat_grant_total,z_debt_pressure_l1,asin_w_early_inv_count_share,223,8823.9658,4483.1211,.053587109,-.0572328423626391,.12066138,.63696098,3964.551422670338,4267.8115,.35658035,9050.868814003012,4380.8311,.04308109,-226.902546612293,.57020295,0,0,0,0,0,*,,
moderator,pat_grant_total,F2,count,raw,asin_w,denom_ge3,F2_pat_grant_total,z_debt_pressure_l1,asin_w_early_inv_count_share,223,8823.9658,4483.1211,.053587109,.0414331749991497,.040989425,.31609258,-21284.63439416378,9580.4219,.03002543,9393.206087075261,3875.0977,.018330695,-569.2398196845425,.58367932,0,0,0,0,0,*,,**
mediated,pat_grant_total,F2,count,raw,asin_w,interior,F2_pat_grant_total,z_debt_pressure_l1,asin_w_early_inv_count_share,200,8529.1416,5113.2437,.1007911,-.1496168335694608,.072726317,.044246897,1517.450121926131,7940.479,.8491239,8756.178034304045,5445.9541,.11339775,-227.0360823421761,.56779617,0,0,1,0,0,,**,
moderator,pat_grant_total,F2,count,raw,asin_w,interior,F2_pat_grant_total,z_debt_pressure_l1,asin_w_early_inv_count_share,200,8529.1416,5113.2437,.1007911,-.0137151593393236,.024457583,.57714993,-34937.11557576864,12199.596,.0058489889,10847.36354279673,5479.8965,.052598346,-2318.221590834861,.58712655,0,0,0,0,0,,,***
mediated,pat_grant_total,F2,count,raw,asin_w,interior_debt_trim,F2_pat_grant_total,z_debt_pressure_l1,asin_w_early_inv_count_share,165,18779.631,10343.031,.075078331,-.2204538622239756,.094716378,.023788851,5081.016656209342,9839.918,.60774547,19899.75979152226,10236.911,.057221975,-1120.12974588573,.56493974,0,0,1,0,0,*,**,
moderator,pat_grant_total,F2,count,raw,asin_w,interior_debt_trim,F2_pat_grant_total,z_debt_pressure_l1,asin_w_early_inv_count_share,165,18779.631,10343.031,.075078331,.0239696686085561,.073787183,.7465744,-65050.39777469392,16403.818,.00022087868,26658.29365966306,9500.1279,.0069987555,-7878.663614026529,.60840642,0,0,0,0,0,*,,***
mediated,pat_grant_total,F2,count,raw,asin_w,denom_ge2_debt_trim,F2_pat_grant_total,z_debt_pressure_l1,asin_w_early_inv_count_share,217,12115.736,6862.2529,.082094587,-.1486795967928419,.1003787,.14331542,1740.727536242077,2820.3774,.53922856,12374.54745682039,6803.4463,.073469043,-258.810668214659,.49699032,0,0,0,0,0,*,,
moderator,pat_grant_total,F2,count,raw,asin_w,denom_ge2_debt_trim,F2_pat_grant_total,z_debt_pressure_l1,asin_w_early_inv_count_share,217,12115.736,6862.2529,.082094587,.0231666024534553,.063630901,.71696365,6619.720873768733,7999.2837,.41091374,13082.84419570307,6367.4561,.043876305,-967.1074070973391,.50111336,0,0,0,0,0,*,,
mediated,pat_grant_total,F2,count,raw,asin_w,denom_ge3_debt_trim,F2_pat_grant_total,z_debt_pressure_l1,asin_w_early_inv_count_share,183,19722.342,11953.744,.10446644,-.0546122483417082,.2273265,.81100839,6554.52227874151,5350.0771,.22556606,20080.29826839658,11206.608,.078469262,-357.957198447908,.56036478,0,0,0,0,0,,,
moderator,pat_grant_total,F2,count,raw,asin_w,denom_ge3_debt_trim,F2_pat_grant_total,z_debt_pressure_l1,asin_w_early_inv_count_share,183,19722.342,11953.744,.10446644,-.0184966941731244,.063199773,.77083695,-28927.32165676756,12681.161,.026297022,20850.21994922718,10603.93,.054143712,-1127.878879278509,.58039594,0,0,0,0,0,,,**
mediated,pat_grant_total,F2,count,raw,asin_w,no_covid_denom_ge2,F2_pat_grant_total,z_debt_pressure_l1,asin_w_early_inv_count_share,182,11228.866,5507.0464,.045650769,-.1613583487893173,.10136178,.1164117,46.5397024150391,3161.2397,.9883005,11236.37619294369,5663.9653,.051635414,-7.509569534839102,.53505683,0,0,0,0,0,**,,
moderator,pat_grant_total,F2,count,raw,asin_w,no_covid_denom_ge2,F2_pat_grant_total,z_debt_pressure_l1,asin_w_early_inv_count_share,182,11228.866,5507.0464,.045650769,.0289020278238622,.05124234,.57473874,3137.015550259942,5674.5615,.58234245,11226.02422061925,5655.5215,.051506206,2.842402789599873,.53604037,0,0,0,0,0,**,,
mediated,pat_grant_total,F2,count,winsor,raw,denom_ge2,F2_pat_grant_total,z_w_debt_pressure_l1,early_inv_count_share,266,4980.2275,3617.1062,.17288342,-.127677726705797,.05733506,.029128727,760.2286573386444,3797.4536,.84190094,5077.291930089172,3643.6643,.16782838,-97.06426674561499,.51003927,0,0,1,0,0,,**,
moderator,pat_grant_total,F2,count,winsor,raw,denom_ge2,F2_pat_grant_total,z_w_debt_pressure_l1,early_inv_count_share,266,4980.2275,3617.1062,.17288342,.0115274125021969,.029870832,.70071828,1367.388904456014,8160.0376,.86739689,5065.807470795487,3659.9761,.17066038,-85.57980745192981,.51012599,0,0,0,0,0,,,
mediated,pat_grant_total,F2,count,winsor,raw,denom_ge3,F2_pat_grant_total,z_w_debt_pressure_l1,early_inv_count_share,223,6650.2451,4357.9844,.13218069,-.0551674750052393,.07906168,.48796755,4942.114627496894,6627.1973,.4586933,6922.889317617504,4234.7026,.10724179,-272.6439851854439,.56618863,0,0,0,0,0,,,
moderator,pat_grant_total,F2,count,winsor,raw,denom_ge3,F2_pat_grant_total,z_w_debt_pressure_l1,early_inv_count_share,223,6650.2451,4357.9844,.13218069,.0233822707796661,.028241454,.4109312,-33316.7763690115,11832.044,.0065442864,7560.850250267559,3412.6638,.03046648,-910.6049178354988,.58579594,0,0,0,0,0,,,***
mediated,pat_grant_total,F2,count,winsor,raw,interior,F2_pat_grant_total,z_w_debt_pressure_l1,early_inv_count_share,200,6568.9507,4821.9102,.1784583,-.1210660616277159,.060371,.049679846,982.8678036664592,8666.7744,.91010684,6687.942569633575,5061.084,.1916329,-118.9919340905817,.56392533,0,0,1,0,0,,**,
moderator,pat_grant_total,F2,count,winsor,raw,interior,F2_pat_grant_total,z_w_debt_pressure_l1,early_inv_count_share,200,6568.9507,4821.9102,.1784583,-.0116238769199769,.023009779,.61538643,-39429.63904543826,12861.841,.0033173254,8562.431152244202,4780.9312,.078610696,-1993.480516701209,.58465773,0,0,0,0,0,,,***
mediated,pat_grant_total,F2,count,winsor,raw,interior_debt_trim,F2_pat_grant_total,z_w_debt_pressure_l1,early_inv_count_share,165,16988.123,9356.3438,.075078331,-.1865339402423667,.078871168,.02172059,5124.555506331489,10756.376,.63573331,17944.02566026132,9244.6104,.057581201,-955.9035305867183,.56479353,0,0,1,0,0,*,**,
moderator,pat_grant_total,F2,count,winsor,raw,interior_debt_trim,F2_pat_grant_total,z_w_debt_pressure_l1,early_inv_count_share,165,16988.123,9356.3438,.075078331,.0209272972749157,.061301772,.73416609,-69259.53184576496,17426.748,.00021471764,23836.5457309158,8579.5557,.0075417566,-6848.4236012412,.60836071,0,0,0,0,0,*,,***
mediated,pat_grant_total,F2,count,winsor,raw,denom_ge2_debt_trim,F2_pat_grant_total,z_w_debt_pressure_l1,early_inv_count_share,217,10959.939,6207.6191,.082094587,-.1296916931110599,.073370822,.081746794,2571.528241077919,4771.2051,.59172219,11293.44573077664,6057.4297,.066713966,-333.5058514683005,.49702418,0,0,1,0,0,*,*,
moderator,pat_grant_total,F2,count,winsor,raw,denom_ge2_debt_trim,F2_pat_grant_total,z_w_debt_pressure_l1,early_inv_count_share,217,10959.939,6207.6191,.082094587,.0187368339447235,.044289954,.67363459,2360.861808632157,11792.6,.84194088,11367.08138734587,5936.3765,.059851382,-407.14150803753,.49724841,0,0,0,0,0,*,,
mediated,pat_grant_total,F2,count,winsor,raw,denom_ge3_debt_trim,F2_pat_grant_total,z_w_debt_pressure_l1,early_inv_count_share,183,17840.902,10813.4,.10446644,-.0751619101898466,.15577725,.6313014,7980.683483961131,7869.9673,.31483549,18440.74539072355,10126.114,.073840208,-599.8434152750815,.55943644,0,0,0,0,0,,,
moderator,pat_grant_total,F2,count,winsor,raw,denom_ge3_debt_trim,F2_pat_grant_total,z_w_debt_pressure_l1,early_inv_count_share,183,17840.902,10813.4,.10446644,-.0206159488221317,.045789476,.65424997,-43154.33825684976,15105.126,.0059604342,19821.52934076902,9401.5889,.039411221,-1980.62736532055,.58796054,0,0,0,0,0,,,***
mediated,pat_grant_total,F2,count,winsor,raw,no_covid_denom_ge2,F2_pat_grant_total,z_w_debt_pressure_l1,early_inv_count_share,182,9806.8457,5096.0283,.058822382,-.1384691458229121,.070025623,.052374784,-361.1352639508259,5259.5278,.94547528,9756.839803617762,5284.5737,.069549263,50.00609152577999,.53365785,0,0,1,0,0,*,*,
moderator,pat_grant_total,F2,count,winsor,raw,no_covid_denom_ge2,F2_pat_grant_total,z_w_debt_pressure_l1,early_inv_count_share,182,9806.8457,5096.0283,.058822382,.0148304595334948,.035034057,.67350674,-1188.630750454567,8113.9277,.88400024,9782.70443317171,5298.4873,.06954436,24.14146197183254,.53371894,0,0,0,0,0,*,,
mediated,pat_grant_total,F2,count,winsor,winsor,denom_ge2,F2_pat_grant_total,z_w_debt_pressure_l1,w_early_inv_count_share,266,4980.2275,3617.1062,.17288342,-.127677726705797,.05733506,.029128727,760.2286573386444,3797.4536,.84190094,5077.291930089172,3643.6643,.16782838,-97.06426674561499,.51003927,0,0,1,0,0,,**,
moderator,pat_grant_total,F2,count,winsor,winsor,denom_ge2,F2_pat_grant_total,z_w_debt_pressure_l1,w_early_inv_count_share,266,4980.2275,3617.1062,.17288342,.0115274125021969,.029870832,.70071828,1367.388904456014,8160.0376,.86739689,5065.807470795487,3659.9761,.17066038,-85.57980745192981,.51012599,0,0,0,0,0,,,
mediated,pat_grant_total,F2,count,winsor,winsor,denom_ge3,F2_pat_grant_total,z_w_debt_pressure_l1,w_early_inv_count_share,223,6650.2451,4357.9844,.13218069,-.0551674750052393,.07906168,.48796755,4942.114627496894,6627.1973,.4586933,6922.889317617504,4234.7026,.10724179,-272.6439851854439,.56618863,0,0,0,0,0,,,
moderator,pat_grant_total,F2,count,winsor,winsor,denom_ge3,F2_pat_grant_total,z_w_debt_pressure_l1,w_early_inv_count_share,223,6650.2451,4357.9844,.13218069,.0233822707796661,.028241454,.4109312,-33316.7763690115,11832.044,.0065442864,7560.850250267559,3412.6638,.03046648,-910.6049178354988,.58579594,0,0,0,0,0,,,***
mediated,pat_grant_total,F2,count,winsor,winsor,interior,F2_pat_grant_total,z_w_debt_pressure_l1,w_early_inv_count_share,200,6568.9507,4821.9102,.1784583,-.1210660616277159,.060371,.049679846,982.8678036664592,8666.7744,.91010684,6687.942569633575,5061.084,.1916329,-118.9919340905817,.56392533,0,0,1,0,0,,**,
moderator,pat_grant_total,F2,count,winsor,winsor,interior,F2_pat_grant_total,z_w_debt_pressure_l1,w_early_inv_count_share,200,6568.9507,4821.9102,.1784583,-.0116238769199769,.023009779,.61538643,-39429.63904543826,12861.841,.0033173254,8562.431152244202,4780.9312,.078610696,-1993.480516701209,.58465773,0,0,0,0,0,,,***
mediated,pat_grant_total,F2,count,winsor,winsor,interior_debt_trim,F2_pat_grant_total,z_w_debt_pressure_l1,w_early_inv_count_share,165,16988.123,9356.3438,.075078331,-.1865339402423667,.078871168,.02172059,5124.555506331489,10756.376,.63573331,17944.02566026132,9244.6104,.057581201,-955.9035305867183,.56479353,0,0,1,0,0,*,**,
moderator,pat_grant_total,F2,count,winsor,winsor,interior_debt_trim,F2_pat_grant_total,z_w_debt_pressure_l1,w_early_inv_count_share,165,16988.123,9356.3438,.075078331,.0209272972749157,.061301772,.73416609,-69259.53184576496,17426.748,.00021471764,23836.5457309158,8579.5557,.0075417566,-6848.4236012412,.60836071,0,0,0,0,0,*,,***
mediated,pat_grant_total,F2,count,winsor,winsor,denom_ge2_debt_trim,F2_pat_grant_total,z_w_debt_pressure_l1,w_early_inv_count_share,217,10959.939,6207.6191,.082094587,-.1296916931110599,.073370822,.081746794,2571.528241077919,4771.2051,.59172219,11293.44573077664,6057.4297,.066713966,-333.5058514683005,.49702418,0,0,1,0,0,*,*,
moderator,pat_grant_total,F2,count,winsor,winsor,denom_ge2_debt_trim,F2_pat_grant_total,z_w_debt_pressure_l1,w_early_inv_count_share,217,10959.939,6207.6191,.082094587,.0187368339447235,.044289954,.67363459,2360.861808632157,11792.6,.84194088,11367.08138734587,5936.3765,.059851382,-407.14150803753,.49724841,0,0,0,0,0,*,,
mediated,pat_grant_total,F2,count,winsor,winsor,denom_ge3_debt_trim,F2_pat_grant_total,z_w_debt_pressure_l1,w_early_inv_count_share,183,17840.902,10813.4,.10446644,-.0751619101898466,.15577725,.6313014,7980.683483961131,7869.9673,.31483549,18440.74539072355,10126.114,.073840208,-599.8434152750815,.55943644,0,0,0,0,0,,,
moderator,pat_grant_total,F2,count,winsor,winsor,denom_ge3_debt_trim,F2_pat_grant_total,z_w_debt_pressure_l1,w_early_inv_count_share,183,17840.902,10813.4,.10446644,-.0206159488221317,.045789476,.65424997,-43154.33825684976,15105.126,.0059604342,19821.52934076902,9401.5889,.039411221,-1980.62736532055,.58796054,0,0,0,0,0,,,***
mediated,pat_grant_total,F2,count,winsor,winsor,no_covid_denom_ge2,F2_pat_grant_total,z_w_debt_pressure_l1,w_early_inv_count_share,182,9806.8457,5096.0283,.058822382,-.1384691458229121,.070025623,.052374784,-361.1352639508259,5259.5278,.94547528,9756.839803617762,5284.5737,.069549263,50.00609152577999,.53365785,0,0,1,0,0,*,*,
moderator,pat_grant_total,F2,count,winsor,winsor,no_covid_denom_ge2,F2_pat_grant_total,z_w_debt_pressure_l1,w_early_inv_count_share,182,9806.8457,5096.0283,.058822382,.0148304595334948,.035034057,.67350674,-1188.630750454567,8113.9277,.88400024,9782.70443317171,5298.4873,.06954436,24.14146197183254,.53371894,0,0,0,0,0,*,,
mediated,pat_grant_total,F2,count,winsor,asin,denom_ge2,F2_pat_grant_total,z_w_debt_pressure_l1,asin_early_inv_count_share,266,4980.2275,3617.1062,.17288342,-.1466412174715019,.076250561,.058472112,616.2418788134315,2243.5298,.78436351,5070.594122709709,3637.782,.16770437,-90.36645936615241,.5100683,0,0,1,0,0,,*,
moderator,pat_grant_total,F2,count,winsor,asin,denom_ge2,F2_pat_grant_total,z_w_debt_pressure_l1,asin_early_inv_count_share,266,4980.2275,3617.1062,.17288342,.0210461480361678,.04342271,.62939483,4656.22367610385,5300.3384,.38264838,5068.193624200484,3667.0598,.17127801,-87.96596085692727,.51251841,0,0,0,0,0,,,
mediated,pat_grant_total,F2,count,winsor,asin,denom_ge3,F2_pat_grant_total,z_w_debt_pressure_l1,asin_early_inv_count_share,223,6650.2451,4357.9844,.13218069,-.0442933050675674,.10389706,.67137605,3886.492057162624,4298.0278,.3694202,6822.390910762615,4220.9399,.11118568,-172.1455783305546,.56655484,0,0,0,0,0,,,
moderator,pat_grant_total,F2,count,winsor,asin,denom_ge3,F2_pat_grant_total,z_w_debt_pressure_l1,asin_early_inv_count_share,223,6650.2451,4357.9844,.13218069,.0413492203076307,.041183114,.31932884,-21261.73759713656,9532.3281,.029403923,7077.944398145269,3585.9863,.052940775,-427.6990657132083,.57999468,0,0,0,0,0,,,**
